smiles	status	PUBCHEM_CID	InChI	IUPAC	Isomeric_SMILES	Name	Source
OCCN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl	1	5282483	InChI=1S/C23H25F3N2OS.2ClH/c24-23(25,26)17-7-8-22-20(16-17)18(19-4-1-2-6-21(19)30-22)5-3-9-27-10-12-28(13-11-27)14-15-29;;/h1-2,4-8,16,29H,3,9-15H2;2*1H/b18-5-;;	2-[4-[(3Z)-3-[2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperazin-1-yl]ethanol;dihydrochloride	C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl	Cis-(Z)-Flupenthixol dihydrochloride	DrugAge Database
OCCN1CCN(CC1)CCCN1c2ccccc2C=Cc2c1cccc2.Cl.Cl	0	71587	InChI=1S/C23H29N3O.2ClH/c27-19-18-25-16-14-24(15-17-25)12-5-13-26-22-8-3-1-6-20(22)10-11-21-7-2-4-9-23(21)26;;/h1-4,6-11,27H,5,12-19H2;2*1H	2-[4-(3-benzo[b][1]benzazepin-11-ylpropyl)piperazin-1-yl]ethanol;dihydrochloride	C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO.Cl.Cl	Opipramol dihydrochloride	PMID: 24134630
ON1C(C)(C)CC(CC1(C)C)OC(=O)CCCCCCCCC(=O)OC1CC(C)(C)N(C(C1)(C)C)O.Cl.Cl	1	69467065	InChI=1S/C28H52N2O6.2ClH/c1-25(2)17-21(18-26(3,4)29(25)33)35-23(31)15-13-11-9-10-12-14-16-24(32)36-22-19-27(5,6)30(34)28(7,8)20-22;;/h21-22,33-34H,9-20H2,1-8H3;2*1H	bis(1-hydroxy-2,2,6,6-tetramethylpiperidin-4-yl) decanedioate;dihydrochloride	CC1(CC(CC(N1O)(C)C)OC(=O)CCCCCCCCC(=O)OC2CC(N(C(C2)(C)C)O)(C)C)C.Cl.Cl	Bis(1-hydroxy-2,2,6,6-tetramethyl-4-piperidinyl)-decandioate	DrugAge Database
OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC	0	64927	InChI=1S/C18H26ClN3.2H3O4P/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18;2*1-5(2,3)4/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21);2*(H3,1,2,3,4)	4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine;phosphoric acid	CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O	Chloroquine diphosphate	PMID: 24134630
OS(=O)(=O)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O	1	441326	InChI=1S/2C20H24N2O2.H2O4S/c2*1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2,3)4/h2*3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;(H2,1,2,3,4)/t2*13-,14-,19+,20-;/m00./s1	(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;sulfuric acid	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O.OS(=O)(=O)O	Quinidine sulfate	DrugAge Database
OS(=O)(=O)O.NC(=N)N1CCc2c(C1)cccc2.NC(=N)N1CCc2c(C1)cccc2	0	11391	InChI=1S/2C10H13N3.H2O4S/c2*11-10(12)13-6-5-8-3-1-2-4-9(8)7-13;1-5(2,3)4/h2*1-4H,5-7H2,(H3,11,12);(H2,1,2,3,4)	3,4-dihydro-1H-isoquinoline-2-carboximidamide;sulfuric acid	C1CN(CC2=CC=CC=C21)C(=N)N.C1CN(CC2=CC=CC=C21)C(=N)N.OS(=O)(=O)O	Debrisoquin sulfate	PMID: 24134630
OS(=O)(=O)O.OC(c1cc(O)cc(c1)O)CNC(C)(C)C.OC(c1cc(O)cc(c1)O)CNC(C)(C)C	0	441334	InChI=1S/2C12H19NO3.H2O4S/c2*1-12(2,3)13-7-11(16)8-4-9(14)6-10(15)5-8;1-5(2,3)4/h2*4-6,11,13-16H,7H2,1-3H3;(H2,1,2,3,4)	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol;sulfuric acid	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O	Terbutaline hemisulfate	PMID: 24134630
OS(=O)(=O)O.OC(c1cc(O)cc(c1)O)CNC(C)C.OC(c1cc(O)cc(c1)O)CNC(C)C	0	441333	InChI=1S/2C11H17NO3.H2O4S/c2*1-7(2)12-6-11(15)8-3-9(13)5-10(14)4-8;1-5(2,3)4/h2*3-5,7,11-15H,6H2,1-2H3;(H2,1,2,3,4)	5-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,3-diol;sulfuric acid	CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O	Metaproterenol hemisulfate	PMID: 24134630
[O-]C(=O)C.[O-]C(=O)C.[Ni+2]	1	9756	InChI=1S/2C2H4O2.Ni/c2*1-2(3)4;/h2*1H3,(H,3,4);/q;;+2/p-2	nickel(2+);diacetate	CC(=O)[O-].CC(=O)[O-].[Ni+2]	Nickelous acetate	DrugAge Database
NC(=N)SCCc1cccc(c1)CCSC(=N)N.Br.Br	0	11957662	InChI=1S/C12H18N4S2.2BrH/c13-11(14)17-6-4-9-2-1-3-10(8-9)5-7-18-12(15)16;;/h1-3,8H,4-7H2,(H3,13,14)(H3,15,16);2*1H	2-[3-(2-carbamimidoylsulfanylethyl)phenyl]ethyl carbamimidothioate;dihydrobromide	C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N.Br.Br	1,3-PBIT dihydrobromide	PMID: 24134630
NC(=N)SCCc1cnc[nH]1.Br.Br	0	11957573	InChI=1S/C6H10N4S.2BrH/c7-6(8)11-2-1-5-3-9-4-10-5;;/h3-4H,1-2H2,(H3,7,8)(H,9,10);2*1H	2-(1H-imidazol-5-yl)ethyl carbamimidothioate;dihydrobromide	C1=C(NC=N1)CCSC(=N)N.Br.Br	Imetit dihydrobromide	PMID: 24134630
Nc1ccc(cc1)C(=N)N.Cl.Cl	0	75626	InChI=1S/C7H9N3.2ClH/c8-6-3-1-5(2-4-6)7(9)10;;/h1-4H,8H2,(H3,9,10);2*1H	4-aminobenzenecarboximidamide;dihydrochloride	C1=CC(=CC=C1C(=N)N)N.Cl.Cl	4-Aminobenzamidine dihydrochloride	PMID: 24134630
NCCCCN.Cl.Cl	0	9532	InChI=1S/C4H12N2.2ClH/c5-3-1-2-4-6;;/h1-6H2;2*1H	butane-1,4-diamine;dihydrochloride	C(CCN)CN.Cl.Cl	Putrescine dihydrochloride	PMID: 24134630
NCCSC(=N)N.Br.Br	0	5940	InChI=1S/C3H9N3S.2BrH/c4-1-2-7-3(5)6;;/h1-2,4H2,(H3,5,6);2*1H	2-aminoethyl carbamimidothioate;dihydrobromide	C(CSC(=N)N)N.Br.Br	2-(2-Aminoethyl)isothiourea dihydrobromide	PMID: 24134630
NCCSSCCN.Cl.Cl	0	5941	InChI=1S/C4H12N2S2.2ClH/c5-1-3-7-8-4-2-6;;/h1-6H2;2*1H	2-(2-aminoethyldisulfanyl)ethanamine;dihydrochloride	C(CSSCCN)N.Cl.Cl	Cystamine dihydrochloride	PMID: 24134630
OC1(OCC[N+](C1)(C)C)c1ccc(cc1)c1ccc(cc1)C1(O)OCC[N+](C1)(C)C.[Br-].[Br-]	0	9399	InChI=1S/C24H34N2O4.2BrH/c1-25(2)13-15-29-23(27,17-25)21-9-5-19(6-10-21)20-7-11-22(12-8-20)24(28)18-26(3,4)14-16-30-24;;/h5-12,27-28H,13-18H2,1-4H3;2*1H/q+2;;/p-2	2-[4-[4-(2-hydroxy-4,4-dimethylmorpholin-4-ium-2-yl)phenyl]phenyl]-4,4-dimethylmorpholin-4-ium-2-ol;dibromide	C[N+]1(CCOC(C1)(C2=CC=C(C=C2)C3=CC=C(C=C3)C4(C[N+](CCO4)(C)C)O)O)C.[Br-].[Br-]	Hemicholinium-3	PMID: 24134630
[O-][N+](=O)[O-].OC[C@H](c1ccccc1)C(=O)OC1CC2C3C(C(C1)[N+]2(C)C)O3	0	11957694	InChI=1S/C18H24NO4.NO3/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11;2-1(3)4/h3-7,12-17,20H,8-10H2,1-2H3;/q+1;-1/t12?,13-,14?,15?,16?,17?;/m1./s1	(9,9-dimethyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl) (2S)-3-hydroxy-2-phenylpropanoate;nitrate	C[N+]1(C2CC(CC1C3C2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[N+](=O)([O-])[O-]	(-)-Scopolamine methyl nitrate	PMID: 24134630
[O-]C(=O)c1ccccc1O.[Na+]	1	16760658	InChI=1S/C7H6O3.Na/c8-6-4-2-1-3-5(6)7(9)10;/h1-4,8H,(H,9,10);/q;+1/p-1	sodium;2-hydroxybenzoate	C1=CC=C(C(=C1)C(=O)[O-])O.[Na+]	Sodium salicylate	DrugAge Database
[O-]C(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]	0	5018304	InChI=1S/C14H11Cl2NO2.Na/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19;/h1-7,17H,8H2,(H,18,19);/q;+1/p-1	sodium;2-[2-(2,6-dichloroanilino)phenyl]acetate	C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+]	Diclofenac sodium	PMID: 24134630
[O-]C(=O)CCC.[Na+]	1	5222465	InChI=1S/C4H8O2.Na/c1-2-3-4(5)6;/h2-3H2,1H3,(H,5,6);/q;+1/p-1	sodium;butanoate	CCCC(=O)[O-].[Na+]	Sodium butyrate	DrugAge Database
[O-]S(=O)(=O)NC1CCCCC1.[Na+]	1	23665706	InChI=1S/C6H13NO3S.Na/c8-11(9,10)7-6-4-2-1-3-5-6;/h6-7H,1-5H2,(H,8,9,10);/q;+1/p-1	sodium;N-cyclohexylsulfamate	C1CCC(CC1)NS(=O)(=O)[O-].[Na+]	Sodim cyclamate	DrugAge Database
[S-]C(=S)OC1CC2CC1C1C2CCC1.[K+]	1	4234241	InChI=1S/C11H16OS2.K/c13-11(14)12-10-5-6-4-9(10)8-3-1-2-7(6)8;/h6-10H,1-5H2,(H,13,14);/q;+1/p-1	potassium;8-tricyclo[5.2.1.02,6]decanyloxymethanedithioate	C1CC2C(C1)C3CC2CC3OC(=S)[S-].[K+]	D609	DrugAge Database
C[C@@H](N(CC#C)C)Cc1ccccc1.Cl	0	26758	InChI=1S/C13H17N.ClH/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13;/h1,5-9,12H,10-11H2,2-3H3;1H/t12-;/m1./s1	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine;hydrochloride	C[C@H](CC1=CC=CC=C1)N(C)CC#C.Cl	R-(-)-Deprenyl hydrochloride	PMID: 24134630
C[C@H]1SC[C@H](O1)C[N+](C)(C)C.[I-]	0	11601888	InChI=1S/C8H18NOS.HI/c1-7-10-8(6-11-7)5-9(2,3)4;/h7-8H,5-6H2,1-4H3;1H/q+1;/p-1/t7-,8-;/m1./s1	trimethyl-[[(2R,5R)-2-methyl-1,3-oxathiolan-5-yl]methyl]azanium;iodide	C[C@@H]1O[C@@H](CS1)C[N+](C)(C)C.[I-]	OXA-22 iodide	PMID: 24134630
C[N+]1(C)CCN(CC1)c1ccccc1.[I-]	0	5911	InChI=1S/C12H19N2.HI/c1-14(2)10-8-13(9-11-14)12-6-4-3-5-7-12;/h3-7H,8-11H2,1-2H3;1H/q+1;/p-1	1,1-dimethyl-4-phenylpiperazin-1-ium;iodide	C[N+]1(CCN(CC1)C2=CC=CC=C2)C.[I-]	1,1-Dimethyl-4-phenyl-piperazinium iodide	PMID: 24134630
C=CCN1CC[C@]2([C@@H]([C@@H]1Cc1c2cc(cc1)O)C)C.Cl	0	13286169	InChI=1S/C17H23NO.ClH/c1-4-8-18-9-7-17(3)12(2)16(18)10-13-5-6-14(19)11-15(13)17;/h4-6,11-12,16,19H,1,7-10H2,2-3H3;1H/t12-,16+,17+;/m1./s1	(1S,9S,13S)-1,13-dimethyl-10-prop-2-enyl-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol;hydrochloride	C[C@@H]1[C@@H]2CC3=C([C@]1(CCN2CC=C)C)C=C(C=C3)O.Cl	(+)-N-Allylnormetazocine hydrochloride	PMID: 24134630
C=CCN1CCc2c3[C@H]1Cc1ccc(c(c1-c3ccc2)O)O.Br	0	11957524	InChI=1S/C19H19NO2.BrH/c1-2-9-20-10-8-12-4-3-5-14-17(12)15(20)11-13-6-7-16(21)19(22)18(13)14;/h2-7,15,21-22H,1,8-11H2;1H/t15-;/m1./s1	(6aR)-6-prop-2-enyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline-10,11-diol;hydrobromide	C=CCN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.Br	R(-)-N-Allylnorapomorphine hydrobromide	PMID: 24134630
c1ccc(cc1)C1(CC1C1=NCCN1)c1ccccc1.OC(=O)CCC(=O)O	0	57952	InChI=1S/C18H18N2.C4H6O4/c1-3-7-14(8-4-1)18(15-9-5-2-6-10-15)13-16(18)17-19-11-12-20-17;5-3(6)1-2-4(7)8/h1-10,16H,11-13H2,(H,19,20);1-2H2,(H,5,6)(H,7,8)	butanedioic acid;2-(2,2-diphenylcyclopropyl)-4,5-dihydro-1H-imidazole	C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4.C(CC(=O)O)C(=O)O	Cibenzoline succinate	PMID: 24134630
c1ccc(cc1)CN(c1ccccc1)Cc1[nH]ccn1.Cl	0	11957448	InChI=1S/C17H17N3.ClH/c1-3-7-15(8-4-1)13-20(14-17-18-11-12-19-17)16-9-5-2-6-10-16;/h1-12H,13-14H2,(H,18,19);1H	N-benzyl-N-(1H-imidazol-2-ylmethyl)aniline;hydrochloride	C1=CC=C(C=C1)CN(CC2=NC=CN2)C3=CC=CC=C3.Cl	Antozoline hydrochloride	PMID: 24134630
C1CCN(CC1)C1(CCCCC1)c1cc2c(s1)cccc2.Cl	1	11957484	InChI=1S/C19H25NS.ClH/c1-5-11-19(12-6-1,20-13-7-2-8-14-20)18-15-16-9-3-4-10-17(16)21-18;/h3-4,9-10,15H,1-2,5-8,11-14H2;1H	1-[1-(1-benzothiophen-2-yl)cyclohexyl]piperidine;hydrochloride	C1CCC(CC1)(C2=CC3=CC=CC=C3S2)N4CCCCC4.Cl	BTCP hydrochloride	DrugAge Database
C1CN=C(N1)c1ccc2c(n1)cccc2.Cl	0	11957470	InChI=1S/C12H11N3.ClH/c1-2-4-10-9(3-1)5-6-11(15-10)12-13-7-8-14-12;/h1-6H,7-8H2,(H,13,14);1H	2-(4,5-dihydro-1H-imidazol-2-yl)quinoline;hydrochloride	C1CN=C(N1)C2=NC3=CC=CC=C3C=C2.Cl	BU224 hydrochloride	PMID: 24134630
C1CN=C(N1)Cc1cccc2c1cccc2.Cl	0	11079	InChI=1S/C14H14N2.ClH/c1-2-7-13-11(4-1)5-3-6-12(13)10-14-15-8-9-16-14;/h1-7H,8-10H2,(H,15,16);1H	2-(naphthalen-1-ylmethyl)-4,5-dihydro-1H-imidazole;hydrochloride	C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl	Naphazoline hydrochloride	PMID: 24134630
c1cnc(nc1)N1CCN(CC1)Cc1ccc2c(c1)OCO2.OC(=O)/C=C\C(=O)O	0	11957664	InChI=1S/C16H18N4O2.C4H4O4/c1-4-17-16(18-5-1)20-8-6-19(7-9-20)11-13-2-3-14-15(10-13)22-12-21-14;5-3(6)1-2-4(7)8/h1-5,10H,6-9,11-12H2;1-2H,(H,5,6)(H,7,8)/b;2-1-	2-[4-(1,3-benzodioxol-5-ylmethyl)piperazin-1-yl]pyrimidine;(Z)-but-2-enedioic acid	C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4.C(=C\C(=O)O)\C(=O)O	Piribedil maleate	PMID: 24134630
C1CNCCO1.COc1ccc(cc1)P(=S)(N1CCOCC1)S	1	46937261	InChI=1S/C11H16NO2PS2.C4H9NO/c1-13-10-2-4-11(5-3-10)15(16,17)12-6-8-14-9-7-12;1-3-6-4-2-5-1/h2-5H,6-9H2,1H3,(H,16,17);5H,1-4H2	(4-methoxyphenyl)-morpholin-4-yl-sulfanyl-sulfanylidene-lambda5-phosphane;morpholine	COC1=CC=C(C=C1)P(=S)(N2CCOCC2)S.C1COCCN1	GYY4137	DrugAge Database
CC(=C)[C@@H]1C2OC(=O)C1[C@]1([C@]3([C@@H]2OC(=O)[C@]23C(C1)O2)C)O.O=C1OC2[C@H](C1[C@]1(O)C[C@@H]3[C@]4([C@@]1([C@@H]2OC4=O)C)O3)C(O)(C)C	0	31304	InChI=1S/C15H18O7.C15H16O6/c1-12(2,18)6-7-10(16)20-8(6)9-13(3)14(7,19)4-5-15(13,22-5)11(17)21-9;1-5(2)7-8-11(16)19-9(7)10-13(3)14(8,18)4-6-15(13,21-6)12(17)20-10/h5-9,18-19H,4H2,1-3H3;6-10,18H,1,4H2,2-3H3/t5-,6+,7?,8?,9-,13-,14-,15+;6?,7-,8?,9?,10+,13+,14+,15-/m10/s1	(1R,3R,5S,8S,13R,14S)-1-hydroxy-14-(2-hydroxypropan-2-yl)-13-methyl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione;(1R,5S,8S,13R,14R)-1-hydroxy-13-methyl-14-prop-1-en-2-yl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione	CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O	Picrotoxin	PMID: 24134630
CC(=O)O.CN=C(NCCC[C@@H](C(=O)O)N)N	0	135242	InChI=1S/C7H16N4O2.C2H4O2/c1-10-7(9)11-4-2-3-5(8)6(12)13;1-2(3)4/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11);1H3,(H,3,4)/t5-;/m0./s1	acetic acid;(2S)-2-amino-5-[(N'-methylcarbamimidoyl)amino]pentanoic acid	CC(=O)O.CN=C(N)NCCC[C@@H](C(=O)O)N	NG-Monomethyl-L-arginine acetate	PMID: 24134630
CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)[O-])\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C.[Na+]	0	23672955	InChI=1S/C31H48O6.Na/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32;/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36);/q;+1/p-1/b26-20-;/t18-,21-,22-,23+,24+,25-,27-,29-,30-,31-;/m0./s1	sodium;(2Z)-2-[(3R,4S,5S,8S,9S,10S,11R,13R,14S,16S)-16-acetyloxy-3,11-dihydroxy-4,8,10,14-tetramethyl-2,3,4,5,6,7,9,11,12,13,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ylidene]-6-methylhept-5-enoate	C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)[O-])OC(=O)C)C)O)C.[Na+]	Fusidic acid sodium	PMID: 24134630
CC(C(=O)OC(Cc1ccc(cc1)Cl)(C)C)N.Cl	0	11957454	InChI=1S/C13H18ClNO2.ClH/c1-9(15)12(16)17-13(2,3)8-10-4-6-11(14)7-5-10;/h4-7,9H,8,15H2,1-3H3;1H	[1-(4-chlorophenyl)-2-methylpropan-2-yl] 2-aminopropanoate;hydrochloride	CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N.Cl	Alaproclate hydrochloride	PMID: 24134630
CC(c1cccc(c1Cl)Cl)N.Cl	0	11957540	InChI=1S/C8H9Cl2N.ClH/c1-5(11)6-3-2-4-7(9)8(6)10;/h2-5H,11H2,1H3;1H	1-(2,3-dichlorophenyl)ethanamine;hydrochloride	CC(C1=C(C(=CC=C1)Cl)Cl)N.Cl	(±)-2,3-Dichloro-alpha-methylbenzylamine hydrochloride	PMID: 24134630
CC(Cc1c[nH]c2c1cc(O)cc2)N.OC(=O)/C=C\C(=O)O	0	9922558	InChI=1S/C11H14N2O.C4H4O4/c1-7(12)4-8-6-13-11-3-2-9(14)5-10(8)11;5-3(6)1-2-4(7)8/h2-3,5-7,13-14H,4,12H2,1H3;1-2H,(H,5,6)(H,7,8)/b;2-1-	3-(2-aminopropyl)-1H-indol-5-ol;(Z)-but-2-enedioic acid	CC(CC1=CNC2=C1C=C(C=C2)O)N.C(=C\C(=O)O)\C(=O)O	alpha-Methyl-5-hydroxytryptamine maleate	PMID: 24134630
CC(Cc1c[nH]c2c1cc(OCc1cccs1)cc2)N.Cl	0	5311036	InChI=1S/C16H18N2OS.ClH/c1-11(17)7-12-9-18-16-5-4-13(8-15(12)16)19-10-14-3-2-6-20-14;/h2-6,8-9,11,18H,7,10,17H2,1H3;1H	1-[5-(thiophen-2-ylmethoxy)-1H-indol-3-yl]propan-2-amine;hydrochloride	CC(CC1=CNC2=C1C=C(C=C2)OCC3=CC=CS3)N.Cl	BW 723C86	PMID: 24134630
CC(Cc1ccc(cc1)O)NCC(c1cc(O)cc(c1)O)O.Br	0	5702161	InChI=1S/C17H21NO4.BrH/c1-11(6-12-2-4-14(19)5-3-12)18-10-17(22)13-7-15(20)9-16(21)8-13;/h2-5,7-9,11,17-22H,6,10H2,1H3;1H	5-[1-hydroxy-2-[1-(4-hydroxyphenyl)propan-2-ylamino]ethyl]benzene-1,3-diol;hydrobromide	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br	Fenoterol hydrobromide	PMID: 24134630
CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C.Cl	0	50088	InChI=1S/C24H34N2O.ClH/c1-21(2)19-27-20-24(25-15-9-10-16-25)18-26(23-13-7-4-8-14-23)17-22-11-5-3-6-12-22;/h3-8,11-14,21,24H,9-10,15-20H2,1-2H3;1H	N-benzyl-N-[3-(2-methylpropoxy)-2-pyrrolidin-1-ylpropyl]aniline;hydrochloride	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl	Bepridil hydrochloride	PMID: 24134630
CC(N[C@H]([C@H](COc1ccc(c2c1CCC2)C)O)C)C.Cl	0	25102594	InChI=1S/C17H27NO2.ClH/c1-11(2)18-13(4)16(19)10-20-17-9-8-12(3)14-6-5-7-15(14)17;/h8-9,11,13,16,18-19H,5-7,10H2,1-4H3;1H/t13-,16-;/m0./s1	(2R,3S)-1-[(7-methyl-2,3-dihydro-1H-inden-4-yl)oxy]-3-(propan-2-ylamino)butan-2-ol;hydrochloride	CC1=C2CCCC2=C(C=C1)OC[C@@H]([C@H](C)NC(C)C)O.Cl	ICI 118,551 hydrochloride	PMID: 24134630
CC(NCC(c1ccc(c(c1)O)O)O)C.Cl	0	5807	InChI=1S/C11H17NO3.ClH/c1-7(2)12-6-11(15)8-3-4-9(13)10(14)5-8;/h3-5,7,11-15H,6H2,1-2H3;1H	4-[1-hydroxy-2-(propan-2-ylamino)ethyl]benzene-1,2-diol;hydrochloride	CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl	(±)-Isoproterenol hydrochloride	PMID: 24134630
CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C.Cl	0	66245	InChI=1S/C12H20N2O3S.ClH/c1-9(2)13-8-12(15)10-4-6-11(7-5-10)14-18(3,16)17;/h4-7,9,12-15H,8H2,1-3H3;1H	N-[4-[1-hydroxy-2-(propan-2-ylamino)ethyl]phenyl]methanesulfonamide;hydrochloride	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl	(±)-Sotalol hydrochloride	PMID: 24134630
CC(Oc1cccnc1N(C1CCN(CC1)Cc1ccccc1)C)C.OC(=O)/C=C\C(=O)O	0	11957730	InChI=1S/C21H29N3O.C4H4O4/c1-17(2)25-20-10-7-13-22-21(20)23(3)19-11-14-24(15-12-19)16-18-8-5-4-6-9-18;5-3(6)1-2-4(7)8/h4-10,13,17,19H,11-12,14-16H2,1-3H3;1-2H,(H,5,6)(H,7,8)/b;2-1-	N-(1-benzylpiperidin-4-yl)-N-methyl-3-propan-2-yloxypyridin-2-amine;(Z)-but-2-enedioic acid	CC(C)OC1=C(N=CC=C1)N(C)C2CCN(CC2)CC3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O	U-101958 maleate	PMID: 24134630
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C.Cl	0	5909	InChI=1S/C11H16N2O2.ClH/c1-3-10-8(6-15-11(10)14)4-9-5-12-7-13(9)2;/h5,7-8,10H,3-4,6H2,1-2H3;1H/t8-,10-;/m0./s1	(3S,4R)-3-ethyl-4-[(3-methylimidazol-4-yl)methyl]oxolan-2-one;hydrochloride	CC[C@H]1[C@H](COC1=O)CC2=CN=CN2C.Cl	(+)-Pilocarpine hydrochloride	PMID: 24134630
CC[N+](CC(=O)Nc1c(C)cccc1C)(CC)CC.[Br-]	0	9884487	InChI=1S/C16H26N2O.BrH/c1-6-18(7-2,8-3)12-15(19)17-16-13(4)10-9-11-14(16)5;/h9-11H,6-8,12H2,1-5H3;1H	[2-(2,6-dimethylanilino)-2-oxoethyl]-triethylazanium;bromide	CC[N+](CC)(CC)CC(=O)NC1=C(C=CC=C1C)C.[Br-]	Lidocaine N-ethyl bromide quaternary salt	PMID: 24134630
CC[n+]1c(c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2.[Br-]	1	14710	InChI=1S/C21H19N3.BrH/c1-2-24-20-13-16(23)9-11-18(20)17-10-8-15(22)12-19(17)21(24)14-6-4-3-5-7-14;/h3-13,23H,2,22H2,1H3;1H	5-ethyl-6-phenylphenanthridin-5-ium-3,8-diamine;bromide	CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-]	Ethidium bromide	DrugAge Database
