Name	Compound IUPAC	InChI	Canonical_SMILES	PUBCHEM_CID	Status	Source
[(3R,4S,8R,9S,11R)-3-chloro-11-methyl-2,7-dimethylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradec-1(13)-en-9-yl] 2-methylprop-2-enoate	[(3R,4S,8R,9S,11R)-3-chloro-11-methyl-2,7-dimethylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradec-1(13)-en-9-yl] 2-methylprop-2-enoate	InChI=1S/C19H19ClO6/c1-8(2)17(22)24-12-7-19(5)13(21)6-11(26-19)9(3)15(20)16-14(12)10(4)18(23)25-16/h6,12,14-16H,1,3-4,7H2,2,5H3/t12-,14+,15+,16-,19+/m0/s1	O=C(C(=C)C)O[C@H]1C[C@@]2(C)OC(=CC2=O)C(=C)[C@H]([C@@H]2[C@@H]1C(=C)C(=O)O2)Cl	44398237	1	AID_242927_datatable_active
(3aS,6S,9S,9bR)-6,9-dimethyl-3-methylidene-4,5,6,8,9,9b-hexahydro-3aH-azuleno[4,5-b]furan-2,7-dione	(3aS,6S,9S,9bR)-6,9-dimethyl-3-methylidene-4,5,6,8,9,9b-hexahydro-3aH-azuleno[4,5-b]furan-2,7-dione	InChI=1S/C15H18O3/c1-7-4-5-10-9(3)15(17)18-14(10)13-8(2)6-11(16)12(7)13/h7-8,10,14H,3-6H2,1-2H3/t7-,8-,10-,14+/m0/s1	C[C@H]1CC(=O)C2=C1[C@@H]1OC(=O)C(=C)[C@@H]1CC[C@@H]2C	44398239	1	AID_242927_datatable_active
cumambrin A	[(3aR,4S,6R,6aR,9aR,9bR)-6-hydroxy-6,9-dimethyl-3-methylidene-2-oxo-4,5,6a,7,9a,9b-hexahydro-3aH-azuleno[4,5-b]furan-4-yl] acetate	InChI=1S/C17H22O5/c1-8-5-6-11-13(8)15-14(9(2)16(19)22-15)12(21-10(3)18)7-17(11,4)20/h5,11-15,20H,2,6-7H2,1,3-4H3/t11-,12+,13+,14-,15-,17-/m1/s1	CC(=O)O[C@H]1C[C@@](C)(O)[C@H]2[C@@H]([C@@H]3[C@@H]1C(=C)C(=O)O3)C(=CC2)C	174867	1	AID_242927_datatable_active
[(3aS,4S,5S,6E,11R,11aS)-5-acetyloxy-6-formyl-11-hydroxy-3-methylidene-2-oxospiro[4,5,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-10,2'-oxirane]-4-yl] 2-methylpropanoate	[(3aS,4S,5S,6E,11R,11aS)-5-acetyloxy-6-formyl-11-hydroxy-3-methylidene-2-oxospiro[4,5,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-10,2'-oxirane]-4-yl] 2-methylpropanoate	InChI=1S/C21H26O9/c1-10(2)19(25)29-16-14-11(3)20(26)30-17(14)18(24)21(9-27-21)7-5-6-13(8-22)15(16)28-12(4)23/h6,8,10,14-18,24H,3,5,7,9H2,1-2,4H3/b13-6-/t14-,15+,16+,17+,18-,21?/m1/s1	O=C/C/1=C/CCC2(CO2)[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C(C)C)C(=C)C(=O)O2)O	44398250	1	AID_242927_datatable_active
(4R,5Z,7R,11S)-2,3,3abeta,4,7,8,9,10,11,11aalpha-Decahydro-2-oxo-7-methoxy-3,10-bismethylene-11-hydroxy-4-(methacryloyloxy)cyclodeca[b]furan-6-carbaldehyde	[(3aR,4R,5E,7R,11S,11aS)-6-formyl-11-hydroxy-7-methoxy-3,10-dimethylidene-2-oxo-4,7,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C20H24O7/c1-10(2)19(23)26-15-8-13(9-21)14(25-5)7-6-11(3)17(22)18-16(15)12(4)20(24)27-18/h8-9,14-18,22H,1,3-4,6-7H2,2,5H3/b13-8-/t14-,15-,16-,17+,18+/m1/s1	CO[C@@H]1CCC(=C)[C@H](O)[C@@H]2[C@@H]([C@@H](/C=C\1/C=O)OC(=O)C(=C)C)C(=C)C(=O)O2	44398256	1	AID_242927_datatable_active
3,4-Epoxydehydroleucodin	(1S,2S,6S,12S,14S)-9,14-dimethyl-5-methylidene-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-ene-4,11-dione	InChI=1S/C15H16O4/c1-6-4-5-8-7(2)14(17)18-12(8)10-9(6)11(16)13-15(10,3)19-13/h8,10,12-13H,2,4-5H2,1,3H3/t8-,10-,12-,13+,15-/m0/s1	C=C1C(=O)O[C@H]2[C@H]1CCC(=C1[C@@H]2[C@]2(C)O[C@@H]2C1=O)C	10422717	1	AID_242927_datatable_active
(3aR,5S,8S,9aR)-5,8-dimethyl-1-methylidene-4,5,7,8,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-2,6-dione	(3aR,5S,8S,9aR)-5,8-dimethyl-1-methylidene-4,5,7,8,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-2,6-dione	InChI=1S/C15H18O3/c1-7-4-12(16)14-8(2)5-13-11(6-10(7)14)9(3)15(17)18-13/h7-8,11,13H,3-6H2,1-2H3/t7-,8-,11+,13+/m0/s1	C=C1C(=O)O[C@H]2[C@@H]1CC1=C([C@H](C2)C)C(=O)C[C@@H]1C	44398257	1	AID_242927_datatable_active
(4S,5S,6E,10Z)-2,3,3abeta,4,5,8,9,11aalpha-Octahydro-2-oxo-3-methylene-4-hydroxy-5-(methacryloyloxy)-10-(acetoxymethyl)cyclodeca[b]furan-6-carbaldehyde	[(3aR,4S,5S,6E,10E,11aR)-10-(acetyloxymethyl)-6-formyl-4-hydroxy-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-5-yl] 2-methylprop-2-enoate	InChI=1S/C21H24O8/c1-11(2)20(25)29-19-15(9-22)7-5-6-14(10-27-13(4)23)8-16-17(18(19)24)12(3)21(26)28-16/h7-9,16-19,24H,1,3,5-6,10H2,2,4H3/b14-8+,15-7-/t16-,17+,18+,19+/m1/s1	O=C/C/1=C/CC/C(=C\[C@@H]2[C@@H]([C@@H]([C@H]1OC(=O)C(=C)C)O)C(=C)C(=O)O2)/COC(=O)C	44398267	1	AID_242927_datatable_active
methyl (1S,2S,4R,7E,9S,10S,11R)-9-acetyloxy-10-[(2S,3S)-2,3-dimethyloxirane-2-carbonyl]oxy-4-methyl-12-methylidene-13-oxo-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-ene-8-carboxylate	methyl (1S,2S,4R,7E,9S,10S,11R)-9-acetyloxy-10-[(2S,3S)-2,3-dimethyloxirane-2-carbonyl]oxy-4-methyl-12-methylidene-13-oxo-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-ene-8-carboxylate	InChI=1S/C23H28O10/c1-10-14-16(31-21(27)23(5)11(2)32-23)15(29-12(3)24)13(20(26)28-6)8-7-9-22(4)18(33-22)17(14)30-19(10)25/h8,11,14-18H,1,7,9H2,2-6H3/b13-8+/t11-,14+,15-,16-,17-,18-,22+,23-/m0/s1	COC(=O)/C/1=C/CC[C@@]2(C)O[C@H]2[C@@H]2[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)[C@@]1(C)O[C@H]1C)C(=C)C(=O)O2	44398274	1	AID_242927_datatable_active
Budlein A tiglate	[(2Z,4R,8R,9R,11R)-2-(hydroxymethyl)-11-methyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradeca-1(13),2-dien-9-yl] (E)-2-methylbut-2-enoate	InChI=1S/C20H22O7/c1-5-10(2)18(23)26-15-8-20(4)16(22)7-13(27-20)12(9-21)6-14-17(15)11(3)19(24)25-14/h5-7,14-15,17,21H,3,8-9H2,1-2,4H3/b10-5+,12-6-/t14-,15-,17+,20-/m1/s1	C/C=C(/C(=O)O[C@@H]1C[C@@]2(C)OC(=CC2=O)/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/CO)\C	14807487	1	AID_242927_datatable_active
(3aS,7S,10Z,11aR)-3a,6,7,8,9,11a-Hexahydro-3,6-bismethylene-7-methoxy-10-[(isobutyryloxy)methyl]cyclodeca[b]furan-2,5(3H,4H)-dione	[(3aS,7S,10E,11aR)-7-methoxy-3,6-dimethylidene-2,5-dioxo-3a,4,7,8,9,11a-hexahydrocyclodeca[b]furan-10-yl]methyl 2-methylpropanoate	InChI=1S/C20H26O6/c1-11(2)19(22)25-10-14-6-7-17(24-5)13(4)16(21)9-15-12(3)20(23)26-18(15)8-14/h8,11,15,17-18H,3-4,6-7,9-10H2,1-2,5H3/b14-8+/t15-,17-,18+/m0/s1	CO[C@H]1CC/C(=C\[C@@H]2[C@@H](CC(=O)C1=C)C(=C)C(=O)O2)/COC(=O)C(C)C	44398277	1	AID_242927_datatable_active
(2R,4R,7Z,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one	(2R,4R,7Z,11S)-4,8-dimethyl-12-methylidene-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-13-one	InChI=1S/C15H20O3/c1-9-5-4-8-15(3)13(18-15)12-11(7-6-9)10(2)14(16)17-12/h5,11-13H,2,4,6-8H2,1,3H3/b9-5-/t11-,12?,13+,15+/m0/s1	C/C/1=C/CC[C@@]2(C)O[C@@H]2C2[C@@H](CC1)C(=C)C(=O)O2	44398278	1	AID_242927_datatable_active
Lychnophorolide B	[(2Z,4R,8R,9S,11R)-2-(hydroxymethyl)-11-methyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradeca-1(13),2-dien-9-yl] (E)-2-methylbut-2-enoate	InChI=1S/C20H22O7/c1-5-10(2)18(23)26-15-8-20(4)16(22)7-13(27-20)12(9-21)6-14-17(15)11(3)19(24)25-14/h5-7,14-15,17,21H,3,8-9H2,1-2,4H3/b10-5+,12-6-/t14-,15+,17+,20-/m1/s1	C/C=C(/C(=O)O[C@H]1C[C@@]2(C)OC(=CC2=O)/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/CO)\C	44398291	1	AID_242927_datatable_active
(3aS,5S,8S,9aR)-5,8-dimethyl-1-methylidene-4,5,7,8,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-2,6-dione	(3aS,5S,8S,9aR)-5,8-dimethyl-1-methylidene-4,5,7,8,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-2,6-dione	InChI=1S/C15H18O3/c1-7-4-12(16)14-8(2)5-13-11(6-10(7)14)9(3)15(17)18-13/h7-8,11,13H,3-6H2,1-2H3/t7-,8-,11+,13-/m0/s1	C=C1C(=O)O[C@@H]2[C@@H]1CC1=C([C@H](C2)C)C(=O)C[C@@H]1C	44398292	1	AID_242927_datatable_active
Thieleanin	(3aS,5S,8R,9aR)-5,8-dimethyl-1-methylidene-4,5,8,8a,9,9a-hexahydro-3aH-azuleno[6,5-b]furan-2,7-dione	InChI=1S/C15H18O3/c1-7-4-14-12(9(3)15(17)18-14)5-11-8(2)13(16)6-10(7)11/h6-8,11-12,14H,3-5H2,1-2H3/t7-,8+,11?,12+,14-/m0/s1	C[C@H]1C[C@@H]2OC(=O)C(=C)[C@H]2CC2C1=CC(=O)[C@@H]2C	44398293	1	AID_242927_datatable_active
15-acetoxy-eremantholide B	[(1S,3R,7Z,9R,12S,13R)-13-[(2R)-butan-2-yl]-13-hydroxy-3,12-dimethyl-4,11-dioxo-10,14,16-trioxatetracyclo[7.5.1.13,6.012,15]hexadeca-5,7-dien-7-yl]methyl acetate	InChI=1S/C22H28O8/c1-6-11(2)22(26)21(5)18-15(28-19(21)25)7-13(10-27-12(3)23)14-8-17(24)20(4,29-14)9-16(18)30-22/h7-8,11,15-16,18,26H,6,9-10H2,1-5H3/b13-7-/t11-,15-,16+,18?,20-,21-,22-/m1/s1	CC[C@H]([C@@]1(O)O[C@@H]2C3[C@]1(C)C(=O)O[C@@H]3/C=C(\C1=CC(=O)[C@](C2)(C)O1)/COC(=O)C)C	44398297	1	AID_242927_datatable_active
[(3aR,4R,9aS,9bR)-6,9-dimethyl-3-methylidene-2,7-dioxo-4,5,9a,9b-tetrahydro-3aH-azuleno[4,5-b]furan-4-yl] (2R,3R)-2,3-dimethyloxirane-2-carboxylate	[(3aR,4R,9aS,9bR)-6,9-dimethyl-3-methylidene-2,7-dioxo-4,5,9a,9b-tetrahydro-3aH-azuleno[4,5-b]furan-4-yl] (2R,3R)-2,3-dimethyloxirane-2-carboxylate	InChI=1S/C20H22O6/c1-8-6-12(21)14-9(2)7-13(24-19(23)20(5)11(4)26-20)16-10(3)18(22)25-17(16)15(8)14/h6,11,13,15-17H,3,7H2,1-2,4-5H3/t11-,13-,15+,16-,17-,20-/m1/s1	CC1=CC(=O)C2=C(C)C[C@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)C3=C)OC(=O)[C@]1(C)O[C@@H]1C	13892730	1	AID_242927_datatable_active
[(3aS,6Z,10E,11aR)-6-(hydroxymethyl)-3-methylidene-2,5-dioxo-4,8,9,11a-tetrahydro-3aH-cyclodeca[b]furan-10-yl]methyl 2-methylpropanoate	[(3aS,6Z,10E,11aR)-6-(hydroxymethyl)-3-methylidene-2,5-dioxo-4,8,9,11a-tetrahydro-3aH-cyclodeca[b]furan-10-yl]methyl 2-methylpropanoate	InChI=1S/C19H24O6/c1-11(2)18(22)24-10-13-5-4-6-14(9-20)16(21)8-15-12(3)19(23)25-17(15)7-13/h6-7,11,15,17,20H,3-5,8-10H2,1-2H3/b13-7+,14-6-/t15-,17+/m0/s1	OC/C/1=C/CC/C(=C\[C@@H]2[C@@H](CC1=O)C(=C)C(=O)O2)/COC(=O)C(C)C	44398300	1	AID_242927_datatable_active
(4R,5E,10R,11R)-2,3,3abeta,4,7,8,9,10,11,11aalpha-Decahydro-2-oxo-3-methylene-11-hydroxy-4-(methacryloyloxy)spiro[cyclodeca[b]furan-10,2'-oxirane]-6-carbaldehyde	[(3aR,4R,5E,10R,11R,11aS)-6-formyl-11-hydroxy-3-methylidene-2-oxospiro[4,7,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-10,2'-oxirane]-4-yl] 2-methylprop-2-enoate	InChI=1S/C19H22O7/c1-10(2)17(22)25-13-7-12(8-20)5-4-6-19(9-24-19)16(21)15-14(13)11(3)18(23)26-15/h7-8,13-16,21H,1,3-6,9H2,2H3/b12-7+/t13-,14-,15+,16-,19-/m1/s1	O=C/C/1=C/[C@@H](OC(=O)C(=C)C)[C@H]2C(=C)C(=O)O[C@@H]2[C@H]([C@@]2(CCC1)CO2)O	44398301	1	AID_242927_datatable_active
(3aS,7R,10Z,11aR)-3a,6,7,8,9,11a-Hexahydro-3,6-bismethylene-7-methoxy-10-[(isovaleryloxy)methyl]cyclodeca[b]furan-2,5(3H,4H)-dione	[(3aS,7R,10E,11aR)-7-methoxy-3,6-dimethylidene-2,5-dioxo-3a,4,7,8,9,11a-hexahydrocyclodeca[b]furan-10-yl]methyl 3-methylbutanoate	InChI=1S/C21H28O6/c1-12(2)8-20(23)26-11-15-6-7-18(25-5)14(4)17(22)10-16-13(3)21(24)27-19(16)9-15/h9,12,16,18-19H,3-4,6-8,10-11H2,1-2,5H3/b15-9+/t16-,18+,19+/m0/s1	CO[C@@H]1CC/C(=C\[C@@H]2[C@@H](CC(=O)C1=C)C(=C)C(=O)O2)/COC(=O)CC(C)C	44398315	1	AID_242927_datatable_active
[(1S,2R,4R,7E,9S,10S,11R)-8-formyl-9-hydroxy-4-methyl-12-methylidene-13-oxo-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-10-yl] 2-methylprop-2-enoate	[(1S,2R,4R,7E,9S,10S,11R)-8-formyl-9-hydroxy-4-methyl-12-methylidene-13-oxo-3,14-dioxatricyclo[9.3.0.02,4]tetradec-7-en-10-yl] 2-methylprop-2-enoate	InChI=1S/C19H22O7/c1-9(2)17(22)24-14-12-10(3)18(23)25-15(12)16-19(4,26-16)7-5-6-11(8-20)13(14)21/h6,8,12-16,21H,1,3,5,7H2,2,4H3/b11-6-/t12-,13+,14+,15+,16-,19-/m1/s1	O=C/C/1=C/CC[C@@]2(C)O[C@@H]2[C@@H]2[C@@H]([C@@H]([C@H]1O)OC(=O)C(=C)C)C(=C)C(=O)O2	44398316	1	AID_242927_datatable_active
Molephantinin	[(3aR,4S,6E,9Z,11S,11aS)-11-hydroxy-6,10-dimethyl-3-methylidene-2,8-dioxo-4,5,11,11a-tetrahydro-3aH-cyclodeca[b]furan-4-yl] (E)-2-methylbut-2-enoate	InChI=1S/C20H24O6/c1-6-11(3)19(23)25-15-8-10(2)7-14(21)9-12(4)17(22)18-16(15)13(5)20(24)26-18/h6-7,9,15-18,22H,5,8H2,1-4H3/b10-7+,11-6+,12-9-/t15-,16+,17-,18-/m0/s1	C/C=C(/C(=O)O[C@H]1C/C(=C/C(=O)/C=C(\[C@@H]([C@@H]2[C@@H]1C(=C)C(=O)O2)O)/C)/C)\C	5281485	1	AID_242927_datatable_active
Isogoiazensolide	[(3R,4S,8R,9S,11R)-3-hydroxy-11-methyl-2,7-dimethylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradec-1(13)-en-9-yl] 2-methylprop-2-enoate	InChI=1S/C19H20O7/c1-8(2)17(22)24-12-7-19(5)13(20)6-11(26-19)9(3)15(21)16-14(12)10(4)18(23)25-16/h6,12,14-16,21H,1,3-4,7H2,2,5H3/t12-,14+,15+,16-,19+/m0/s1	O=C(C(=C)C)O[C@H]1C[C@@]2(C)OC(=CC2=O)C(=C)[C@H]([C@@H]2[C@@H]1C(=C)C(=O)O2)O	10247932	1	AID_242927_datatable_active
(3aS,5S,8aR,9aR)-5-methyl-1,8-dimethylidene-3a,4,5,8a,9,9a-hexahydroazuleno[6,5-b]furan-2,7-dione	(3aS,5S,8aR,9aR)-5-methyl-1,8-dimethylidene-3a,4,5,8a,9,9a-hexahydroazuleno[6,5-b]furan-2,7-dione	InChI=1S/C15H16O3/c1-7-4-14-12(9(3)15(17)18-14)5-11-8(2)13(16)6-10(7)11/h6-7,11-12,14H,2-5H2,1H3/t7-,11-,12+,14-/m0/s1	O=C1O[C@@H]2[C@@H](C1=C)C[C@@H]1C(=CC(=O)C1=C)[C@H](C2)C	44398330	1	AID_242927_datatable_active
Atripliciolidtiglate	[(2Z,4R,8R,9R,11R)-2,11-dimethyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradeca-1(13),2-dien-9-yl] (E)-2-methylbut-2-enoate	InChI=1S/C20H22O6/c1-6-10(2)18(22)25-15-9-20(5)16(21)8-13(26-20)11(3)7-14-17(15)12(4)19(23)24-14/h6-8,14-15,17H,4,9H2,1-3,5H3/b10-6+,11-7-/t14-,15-,17+,20-/m1/s1	C/C=C(/C(=O)O[C@@H]1C[C@@]2(C)OC(=CC2=O)/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/C)\C	14314512	1	AID_242927_datatable_active
(3aR,5S,8aR,9aR)-5-methyl-1,8-dimethylidene-3a,4,5,8a,9,9a-hexahydroazuleno[6,5-b]furan-2,7-dione	(3aR,5S,8aR,9aR)-5-methyl-1,8-dimethylidene-3a,4,5,8a,9,9a-hexahydroazuleno[6,5-b]furan-2,7-dione	InChI=1S/C15H16O3/c1-7-4-14-12(9(3)15(17)18-14)5-11-8(2)13(16)6-10(7)11/h6-7,11-12,14H,2-5H2,1H3/t7-,11-,12+,14+/m0/s1	O=C1O[C@H]2[C@@H](C1=C)C[C@@H]1C(=CC(=O)C1=C)[C@H](C2)C	44398347	1	AID_242927_datatable_active
[(3aR,4R,6R,6aR,9aR,9bR)-6-hydroxy-6,9-dimethyl-3-methylidene-2,7-dioxo-3a,4,5,6a,9a,9b-hexahydroazuleno[4,5-b]furan-4-yl] 2-methylprop-2-enoate	[(3aR,4R,6R,6aR,9aR,9bR)-6-hydroxy-6,9-dimethyl-3-methylidene-2,7-dioxo-3a,4,5,6a,9a,9b-hexahydroazuleno[4,5-b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C19H22O6/c1-8(2)17(21)24-12-7-19(5,23)15-11(20)6-9(3)13(15)16-14(12)10(4)18(22)25-16/h6,12-16,23H,1,4,7H2,2-3,5H3/t12-,13+,14-,15-,16-,19-/m1/s1	CC1=CC(=O)[C@@H]2[C@H]1[C@H]1OC(=O)C(=C)[C@@H]1[C@@H](C[C@@]2(C)O)OC(=O)C(=C)C	10450312	1	AID_242927_datatable_active
(3aR,6E,10E)-3abeta,4,5,8,9,11aalpha-Hexahydro-3abeta-hydroxy-6,10-dimethyl-3-methylenecyclodeca[b]furan-2(3H)-one	(3aR,6Z,10Z,11aR)-3a-hydroxy-6,10-dimethyl-3-methylidene-5,8,9,11a-tetrahydro-4H-cyclodeca[b]furan-2-one	InChI=1S/C15H20O3/c1-10-5-4-6-11(2)9-13-15(17,8-7-10)12(3)14(16)18-13/h5,9,13,17H,3-4,6-8H2,1-2H3/b10-5-,11-9-/t13-,15-/m1/s1	C/C/1=C/[C@H]2OC(=O)C(=C)[C@]2(O)CC/C(=C\CC1)/C	44398364	1	AID_242927_datatable_active
[(3aR,4R,6Z,10Z,11aR)-6,10-dimethyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 4-hydroxy-3-(hydroxymethyl)but-2-enoate	[(3aR,4R,6Z,10Z,11aR)-6,10-dimethyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 4-hydroxy-3-(hydroxymethyl)but-2-enoate	InChI=1S/C20H26O6/c1-12-5-4-6-13(2)8-17-19(14(3)20(24)26-17)16(7-12)25-18(23)9-15(10-21)11-22/h5,8-9,16-17,19,21-22H,3-4,6-7,10-11H2,1-2H3/b12-5-,13-8-/t16-,17-,19-/m1/s1	OCC(=CC(=O)O[C@@H]1C/C(=C\CC/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/C)/C)CO	44398365	1	AID_242927_datatable_active
(4S,5S,6E,11S)-2,3,3abeta,4,5,8,9,10,11,11aalpha-Decahydro-2-oxo-3,10-bismethylene-11-hydroxy-5-acetoxy-4-(methacryloyloxy)cyclodeca[b]furan-6-carbaldehyde	[(3aS,4S,5S,6E,11S,11aS)-5-acetyloxy-6-formyl-11-hydroxy-3,10-dimethylidene-2-oxo-4,5,8,9,11,11a-hexahydro-3aH-cyclodeca[b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C21H24O8/c1-10(2)20(25)29-19-15-12(4)21(26)28-18(15)16(24)11(3)7-6-8-14(9-22)17(19)27-13(5)23/h8-9,15-19,24H,1,3-4,6-7H2,2,5H3/b14-8-/t15-,16-,17-,18-,19-/m0/s1	O=C/C/1=C/CCC(=C)[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C(=C)C)C(=C)C(=O)O2)O	44398369	1	AID_242927_datatable_active
(4S,5S,6E,10E)-2,3,3abeta,4,5,8,9,11aalpha-Octahydro-2-oxo-3-methylene-5-hydroxy-4-(methacryloyloxy)-10-methylcyclodeca[b]furan-6-carbaldehyde	[(3aS,4S,5S,6E,10Z,11aR)-6-formyl-5-hydroxy-10-methyl-3-methylidene-2-oxo-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C19H22O6/c1-10(2)18(22)25-17-15-12(4)19(23)24-14(15)8-11(3)6-5-7-13(9-20)16(17)21/h7-9,14-17,21H,1,4-6H2,2-3H3/b11-8-,13-7-/t14-,15+,16+,17+/m1/s1	O=C/C/1=C/CC/C(=C\[C@@H]2[C@@H]([C@@H]([C@H]1O)OC(=O)C(=C)C)C(=C)C(=O)O2)/C	44398380	1	AID_242927_datatable_active
Calaxin	[(2Z,4R,8R,9R,11R)-2,11-dimethyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradeca-1(13),2-dien-9-yl] 2-methylprop-2-enoate	InChI=1S/C19H20O6/c1-9(2)17(21)24-14-8-19(5)15(20)7-12(25-19)10(3)6-13-16(14)11(4)18(22)23-13/h6-7,13-14,16H,1,4,8H2,2-3,5H3/b10-6-/t13-,14-,16+,19-/m1/s1	O=C(C(=C)C)O[C@@H]1C[C@@]2(C)OC(=CC2=O)/C(=C\[C@@H]2[C@@H]1C(=C)C(=O)O2)/C	5281431	1	AID_242927_datatable_active
2alpha-Acetoxy-15-isovalerylmiguanin	[(3aS,6Z,8S,10E,11aR)-8-acetyloxy-6-(hydroxymethyl)-3-methylidene-2,5-dioxo-4,8,9,11a-tetrahydro-3aH-cyclodeca[b]furan-10-yl]methyl 3-methylbutanoate	InChI=1S/C22H28O8/c1-12(2)5-21(26)28-11-15-6-17(29-14(4)24)8-16(10-23)19(25)9-18-13(3)22(27)30-20(18)7-15/h7-8,12,17-18,20,23H,3,5-6,9-11H2,1-2,4H3/b15-7+,16-8-/t17-,18-,20+/m0/s1	OC/C/1=C/[C@@H](OC(=O)C)C/C(=C\[C@@H]2[C@@H](CC1=O)C(=C)C(=O)O2)/COC(=O)CC(C)C	44398403	1	AID_242927_datatable_active
3-Chlorodehydroleucodin	(3aS,9aR,9bS)-8-chloro-6,9-dimethyl-3-methylidene-4,5,9a,9b-tetrahydro-3aH-azuleno[4,5-b]furan-2,7-dione	InChI=1S/C15H15ClO3/c1-6-4-5-9-7(2)15(18)19-14(9)11-8(3)12(16)13(17)10(6)11/h9,11,14H,2,4-5H2,1,3H3/t9-,11-,14-/m0/s1	C=C1C(=O)O[C@H]2[C@H]1CCC(=C1[C@@H]2C(=C(C1=O)Cl)C)C	14589124	1	AID_242927_datatable_active
(3aS,7R,10Z,11aR)-3a,6,7,8,9,11a-Hexahydro-3,6-bismethylene-7-methoxy-10-[(isobutyryloxy)methyl]cyclodeca[b]furan-2,5(3H,4H)-dione	[(3aS,7R,10E,11aR)-7-methoxy-3,6-dimethylidene-2,5-dioxo-3a,4,7,8,9,11a-hexahydrocyclodeca[b]furan-10-yl]methyl 2-methylpropanoate	InChI=1S/C20H26O6/c1-11(2)19(22)25-10-14-6-7-17(24-5)13(4)16(21)9-15-12(3)20(23)26-18(15)8-14/h8,11,15,17-18H,3-4,6-7,9-10H2,1-2,5H3/b14-8+/t15-,17+,18+/m0/s1	CO[C@@H]1CC/C(=C\[C@@H]2[C@@H](CC(=O)C1=C)C(=C)C(=O)O2)/COC(=O)C(C)C	44398409	1	AID_242927_datatable_active
Guaianolide	[(3aR,4R,9aS,9bR)-6,9-dimethyl-3-methylidene-2,7-dioxo-4,5,9a,9b-tetrahydro-3aH-azuleno[4,5-b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C19H20O5/c1-8(2)18(21)23-13-7-10(4)14-12(20)6-9(3)15(14)17-16(13)11(5)19(22)24-17/h6,13,15-17H,1,5,7H2,2-4H3/t13-,15+,16-,17-/m1/s1	CC1=CC(=O)C2=C(C)C[C@H]([C@@H]3[C@@H]([C@@H]12)OC(=O)C3=C)OC(=O)C(=C)C	636489	1	AID_242927_datatable_active
Molephantin	[(3aR,4S,6E,9Z,11S,11aS)-11-hydroxy-6,10-dimethyl-3-methylidene-2,8-dioxo-4,5,11,11a-tetrahydro-3aH-cyclodeca[b]furan-4-yl] 2-methylprop-2-enoate	InChI=1S/C19H22O6/c1-9(2)18(22)24-14-7-10(3)6-13(20)8-11(4)16(21)17-15(14)12(5)19(23)25-17/h6,8,14-17,21H,1,5,7H2,2-4H3/b10-6+,11-8-/t14-,15+,16-,17-/m0/s1	C/C/1=C\C(=O)/C=C(/C)\[C@@H]([C@@H]2[C@@H]([C@H](C1)OC(=O)C(=C)C)C(=C)C(=O)O2)O	5281484	1	AID_242927_datatable_active
